Marital Status,Course,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Gender,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,isDisplaced,hasSpecialNeeds,tuitionToDate,hasScholarship,isDebtor,AttendanceTime,Nationality
Single,Veterinary Nursing,Secondary,140.0,Basic,Basic,9,7,137.0,Female,18,0,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,127.0,Higher,Basic,4,5,121.8,Female,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,133.1,Secondary,Secondary,4,5,131.0,Female,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,120.0,Basic,Basic,9,7,118.6,Female,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,137.0,Higher,Basic,2,9,122.3,Female,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,131.0,Basic,Basic,9,9,127.9,Female,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Basic,Basic,4,7,121.3,Female,19,0,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,122.0,Secondary,Secondary,4,5,117.1,Female,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Higher,160.0,Basic,Basic,9,9,160.0,Female,20,0,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,146.0,Basic,Basic,9,3,145.3,Female,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,131.0,Secondary,Higher,5,3,122.6,Female,18,0,0,6,7,6,13.0,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,132.0,Secondary,Basic,8,9,128.0,Female,19,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,138.0,Basic,Basic,5,8,124.9,Female,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,Dropout,True,False,True,True,False,Day,Portuguese
Single,Communication Design,Secondary,130.0,Basic,Basic,9,9,123.7,Female,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,126.0,Secondary,Basic,4,8,120.1,Female,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,148.0,Secondary,Basic,3,3,131.7,Female,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,130.0,Basic,Basic,9,7,133.2,Female,20,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,117.0,Secondary,Basic,3,9,109.3,Female,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,False,False,False,True,True,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,120.0,Basic,Basic,5,5,113.0,Female,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,153.0,Secondary,Secondary,141,175,157.9,Female,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,True,True,Day,Portuguese
Single,Nursing,Secondary,117.0,Basic,Secondary,4,7,112.1,Female,20,0,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,178.0,Basic,Secondary,4,8,174.7,Female,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,129.0,Basic,Basic,9,9,128.8,Female,19,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,116.0,Basic,Secondary,4,4,110.1,Female,19,0,0,6,8,6,12.66666667,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management,Secondary,99.0,Higher,Secondary,3,3,99.7,Female,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,False,False,True,Day,Portuguese
Single,Social Service,Secondary,135.0,Secondary,Basic,9,10,121.0,Female,19,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,141.0,Basic,Basic,9,7,131.7,Female,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,132.0,Basic,Basic,5,6,119.1,Female,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,132.0,Basic,Basic,9,9,124.7,Female,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,113.0,Secondary,Basic,9,10,117.2,Female,20,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,134.0,Higher,Basic,2,10,128.8,Female,18,0,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,136.0,Secondary,Basic,9,9,131.5,Female,20,0,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,136.0,Higher,Basic,2,8,121.7,Female,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,129.0,Secondary,Basic,4,7,123.4,Female,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,138.0,Basic,Basic,7,6,124.7,Female,18,0,0,6,11,3,12.33333333,0,0,6,10,5,10.83333333,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,137.0,Basic,Basic,9,9,132.8,Female,18,0,0,6,7,6,13.33333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,115.0,Higher,Basic,2,5,108.7,Female,21,0,0,6,10,3,12.66666667,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,129.0,Basic,Basic,6,6,138.1,Female,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,131.0,Basic,Basic,9,9,126.5,Female,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,133.0,Secondary,Basic,7,9,127.4,Female,18,0,0,6,8,6,12.25,0,0,6,7,6,11.85714286,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,125.0,Basic,Secondary,9,10,123.6,Female,20,0,0,6,10,4,11.0,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,120.0,Secondary,Basic,6,8,122.0,Female,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Advertising and Marketing Management,Secondary,128.0,Basic,Secondary,4,1,118.2,Female,19,0,0,6,6,6,13.16666667,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,127.0,Basic,Basic,9,7,123.9,Female,18,0,0,7,9,7,12.85555556,0,0,8,12,7,12.76111111,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,134.0,Basic,Basic,9,9,125.8,Female,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,132.0,Basic,Basic,4,4,123.3,Female,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,124.0,Secondary,Basic,5,4,124.4,Female,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,133.1,Basic,Basic,7,7,126.0,Female,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Widower,Agronomy,Secondary,170.0,Secondary,Basic,6,6,170.0,Female,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Social Service,Secondary,125.0,Basic,Basic,7,8,121.5,Female,19,0,0,6,10,5,11.66666667,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Higher,130.0,Higher,Higher,1,1,130.0,Female,29,0,1,8,8,7,14.25714286,0,1,8,8,7,14.25714286,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,125.0,Basic,Basic,4,8,117.0,Female,21,0,0,6,13,3,12.0,0,0,6,12,2,11.33333333,0,16.2,0.3,-0.92,Dropout,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Basic,Basic,9,7,130.0,Female,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,133.1,Basic,Basic,3,10,108.0,Female,20,0,0,7,8,7,12.45714286,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,131.0,Higher,Basic,4,5,132.3,Female,19,0,0,7,7,6,11.68333333,0,0,7,7,6,11.68333333,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,150.0,Basic,Higher,4,6,148.0,Female,26,0,0,6,10,3,11.66666667,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Tourism,Secondary,125.0,Basic,Basic,9,8,122.6,Female,20,0,0,6,8,4,11.75,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,Dropout,True,False,False,False,True,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,131.0,Basic,Basic,9,9,123.0,Female,18,0,0,5,6,3,11.66666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,130.0,Basic,Basic,9,5,102.5,Female,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,123.0,Unknown,Unknown,90,90,113.3,Female,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,141.0,Basic,Basic,9,5,133.0,Female,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Higher,140.0,Secondary,Secondary,9,5,140.0,Female,33,0,2,7,8,6,14.35,0,3,8,10,6,14.58333333,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,140.0,Higher,Secondary,3,3,128.3,Female,35,0,19,21,21,21,12.61904762,0,13,19,19,19,12.78947368,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Higher,140.0,Basic,Basic,9,8,140.0,Female,26,0,2,6,7,6,12.66666667,0,2,6,7,6,13.16666667,1,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Journalism and Communication,Below secondary,133.1,Basic,Basic,3,4,104.0,Female,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,False,False,False,False,True,Day,Portuguese
Single,Communication Design,Secondary,131.0,Secondary,Basic,5,5,122.3,Female,19,0,0,6,6,6,12.16666667,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,True,False,False,False,False,Day,Portuguese
Single,Tourism,Secondary,143.0,Secondary,Basic,4,6,135.0,Female,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,132.0,Higher,Higher,5,7,119.1,Female,20,0,0,5,9,3,10.0,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Dropout,True,False,False,False,True,Day,Portuguese
Single,Social Service,Secondary,143.0,Secondary,Basic,5,9,126.6,Female,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,False,False,True,Day,Portuguese
Single,Nursing,Secondary,141.0,Basic,Secondary,9,4,129.0,Female,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,133.1,Secondary,Basic,9,9,162.3,Female,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,True,False,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,148.0,Secondary,Higher,4,1,163.4,Female,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,125.0,Basic,Basic,9,8,121.5,Female,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,120.0,Secondary,Basic,7,3,122.8,Female,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Management,Secondary,140.0,Basic,Higher,4,3,118.0,Female,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,139.0,Secondary,Secondary,4,10,134.0,Female,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,142.0,Basic,Basic,9,8,129.8,Female,18,0,0,8,8,7,12.24285714,0,0,8,8,7,12.24285714,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Higher,130.0,Basic,Secondary,3,4,152.0,Female,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,True,False,True,False,False,Evening,Portuguese
Single,Nursing,Secondary,126.0,Basic,Basic,5,5,122.8,Female,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Informatics Engineering,Higher,150.0,Higher,Higher,2,2,150.0,Female,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,False,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,130.0,Basic,Basic,3,8,131.8,Female,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,120.0,Secondary,Higher,175,121,105.9,Female,35,0,0,3,4,3,11.81666667,0,0,3,3,3,11.33333333,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,138.0,Secondary,Secondary,4,7,132.1,Female,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,127.0,Basic,Basic,4,0,127.4,Female,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,140.0,Basic,Basic,7,7,129.5,Female,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Higher,130.0,Basic,Basic,5,10,126.7,Female,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Social Service,Secondary,128.0,Basic,Basic,9,8,116.5,Female,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,132.0,Unknown,Unknown,0,0,119.1,Female,18,0,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,149.0,Basic,Basic,9,9,126.5,Female,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,155.0,Higher,Basic,1,4,149.8,Female,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,120.0,Basic,Secondary,8,7,115.1,Female,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Below secondary,133.1,Higher,Basic,2,3,124.5,Female,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,131.0,Basic,Secondary,7,4,128.3,Female,18,0,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,149.0,Basic,Basic,9,9,136.0,Female,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Equinculture,Secondary,140.0,Secondary,Higher,9,2,140.0,Female,20,0,0,6,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management (evening attendance),Secondary,133.1,Basic,Basic,9,9,126.3,Female,26,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,True,False,Evening,Portuguese
Single,Journalism and Communication,Secondary,122.0,Secondary,Secondary,4,5,126.9,Female,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Higher,130.0,Secondary,Secondary,4,5,145.0,Female,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,121.0,Basic,Higher,5,5,115.8,Female,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,120.0,Basic,Basic,8,7,100.0,Female,24,0,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Evening,Portuguese
Single,Social Service (evening attendance),Secondary,133.1,Secondary,Basic,5,4,102.5,Female,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout,False,False,True,True,False,Evening,Portuguese
Single,Veterinary Nursing,Secondary,121.0,Basic,Basic,1,3,131.5,Female,21,0,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,133.0,Basic,Basic,7,7,147.0,Female,18,0,0,5,7,4,13.0,0,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Married,Basic Education,Secondary,134.0,Basic,Basic,5,7,122.5,Female,19,0,0,6,6,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate/Enrolled,False,True,True,True,False,Day,Portuguese
Single,Tourism,Secondary,115.0,Secondary,Secondary,3,3,117.5,Female,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,127.0,Basic,Secondary,5,9,150.0,Female,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,135.0,Secondary,Basic,4,5,127.5,Female,19,0,0,7,8,6,13.74166667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Management (evening attendance),Higher,140.0,Higher,Higher,3,3,140.0,Female,33,0,2,6,7,6,15.33333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Management,Higher,130.0,Secondary,Higher,3,10,130.0,Female,45,0,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,135.0,Secondary,Secondary,9,9,133.3,Female,20,0,0,6,6,6,12.0,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,140.0,Unknown,Unknown,0,0,97.0,Female,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,120.0,Secondary,Secondary,5,8,112.0,Female,19,0,0,8,15,7,11.57142857,0,0,8,15,7,11.57142857,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,140.0,Secondary,Basic,4,5,123.6,Female,18,0,0,6,10,6,12.85714286,0,0,6,6,3,12.66666667,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Higher,133.1,Basic,Basic,4,6,130.5,Female,38,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,135.0,Secondary,Higher,4,3,133.3,Female,19,0,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,123.0,Secondary,Basic,9,9,132.1,Female,21,0,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Management,Secondary,133.1,Basic,Secondary,9,10,100.0,Female,21,0,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,154.0,Basic,Basic,9,9,140.4,Female,22,0,0,6,6,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,148.0,Basic,Basic,5,7,141.7,Female,18,0,0,6,8,5,13.4,0,0,6,7,6,13.16666667,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,133.0,Basic,Basic,3,9,119.7,Female,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06,Graduate/Enrolled,False,True,True,True,False,Day,Portuguese
Single,Equinculture,Secondary,126.0,Basic,Secondary,9,9,122.5,Female,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout,True,False,False,False,False,Day,Portuguese
